pkyeardaystatefc,pkyearday,pkyeardaystate,fccomponent,electionyear,daystoelection,fcdate,state,forecast,incumbentpresident,nfcvs,nfcwinprob,nfcwinfreq,fcevrep,fcevdem,fcwinner,fcwinnervs,fcwinnerwinprob,fcwinnerwinfreq,fcwinnerpollyvotefreq,fcrepvs,fcdemvs,fcrepwinprob,fcdemwinprob,fcrepwinfreq,fcdemwinfreq,fcrepwinpollyvotefreq,fcdemwinpollyvotefreq,fcerror,absolutefcerror,fcupdate,lastsurveyday,firstsurveyday,inc2party,resprep,respdem,respoth,respundecided,released,sample,moe,questiontxt,sampledesc,intmethod,surveyorg,surveysponsor,sourcedocumentlink
200854NationalUSODFOX.091008.R16,200854,200854National,expectations_NL,2008,54,10.09.2008,National,USODFOX.091008.R16,R,,,,,,D,D,,,,49.5,50.5,,,40,41,,,3.1,3.1,1,09.09.2008,08.09.2008,49.4,40,41,19,,11.09.2008,900,,"Regardless of how you plan to vote, who do you really believe will win the 2008 presidential election--Barack Obama or John McCain?","national registered voters",telephone,"Opinion Dynamics","Fox News",
2008102NationalUSODFOX.072408A.R21,2008102,2008102National,expectations_NL,2008,102,24.07.2008,National,USODFOX.072408A.R21,R,,,,,,D,D,,,,46.9,53.1,,,27,51,,,0.5,0.5,1,23.07.2008,22.07.2008,34.6,27,51,22,,25.07.2008,900,,"Regardless of how you plan to vote, who do you really believe will win the 2008 presidential election--Barack Obama or John McCain?","national registered voters",telephone,"Opinion Dynamics","Fox News",
2008137NationalUSODFOX.061908.R13,2008137,2008137National,expectations_NL,2008,137,19.06.2008,National,USODFOX.061908.R13,R,,,,,,D,D,,,,47.9,52.1,,,32,47,,,1.6,1.6,1,18.06.2008,17.06.2008,40.5,32,47,21,,20.06.2008,900,,"Regardless of how you plan to vote, who do you really believe will win the 2008 presidential election--Barack Obama or John McCain?","national registered voters",telephone,"Opinion Dynamics","Fox News",
200413NationalUSODFOX.101904.R08,200413,200413National,expectations_NL,2004,13,19.10.2004,National,USODFOX.101904.R08,R,,,,,,R,R,,,,51.4,48.6,,,48,31,,,5,5,1,18.10.2004,17.10.2004,60.8,48,31,21,,20.10.2004,1000,,"Imagine you were given $100 dollars to place a bet on the outcome of the upcoming (2004) presidential election. Which candidate--(George W.) Bush or (John) Kerry--would you put your money on to win this November?","national likely voters",telephone,"Opinion Dynamics","Fox News",
200467NationalUSODFOX.082604.R14,200467,200467National,expectations_NL,2004,67,26.08.2004,National,USODFOX.082604.R14,R,,,,,,R,R,,,,50.4,49.6,,,43,35,,,4.1,4.1,1,25.08.2004,24.08.2004,55.1,43,35,22,,27.08.2004,1000,,"Regardless of how you plan to vote, who do you really believe will win the 2004 presidential election - George W. Bush or John Kerry?","national registered likely voters",telephone,"Opinion Dynamics","Fox News",
2004130NationalUSODFOX.062404.R19,2004130,2004130National,expectations_NL,2004,130,24.06.2004,National,USODFOX.062404.R19,R,,,,,,R,R,,,,51.7,48.3,,,50,30,,,5.3,5.3,1,23.06.2004,22.06.2004,62.5,50,30,20,,25.06.2004,900,,"Regardless of how you plan to vote, who do you really believe will win the 2004 presidential election--George W. Bush or John Kerry?","national registered voters",telephone,"Opinion Dynamics","Fox News",
200017NationalUSODFOX.102000.R37,200017,200017National,expectations_NL,2000,17,20.10.2000,National,USODFOX.102000.R37,D,,,,,,R,R,,,,51.1,48.9,,,42,36,,,2.5,2.5,1,19.10.2000,18.10.2000,46.2,42,36,22,,21.10.2000,900,,"Regardless of whom you support, who do you think will win (the presidential election) in November (2000)?... George W. Bush, Al Gore","national likely voters",telephone,"Opinion Dynamics","Fox News",
200059NationalUSODFOX.090800.R43,200059,200059National,expectations_NL,2000,59,08.09.2000,National,USODFOX.090800.R43,D,,,,,,D,D,,,,49.8,50.2,,,38,44,,,3.8,3.8,1,07.09.2000,06.09.2000,53.7,38,44,18,,09.09.2000,900,,"Regardless of which candidate you're supporting for president, which candidate do you believe will actually win the election in November (2000)...George W. Bush or Al Gore?","national likely voters",telephone,"Opinion Dynamics","Fox News",
200073NationalUSODFOX.082500.R27,200073,200073National,expectations_NL,2000,73,25.08.2000,National,USODFOX.082500.R27,D,,,,,,R,R,,,,51.7,48.3,,,47,35,,,1.9,1.9,1,24.08.2000,23.08.2000,42.7,47,35,18,,26.08.2000,900,,"Regardless of which candidate you're supporting for president (in 2000), which candidate do you believe will actually win the election in November?...George W. Bush, Al Gore","national registered voters",telephone,"Opinion Dynamics","Fox News",
200880NationalUSTARR.08BATT3.R28,200880,200880National,expectations_NL,2008,80,20.08.2008,National,USTARR.08BATT3.R28,R,,,,,,D,D,,,,47.8,52.2,,,34,51,,,1.5,1.5,1,14.08.2008,10.08.2008,40,34,51,15,,16.08.2008,1000,,"Now, thinking one last time about the (2008) election for President--regardless of who you intend to vote for--which candidate...John McCain, or Barack Obama, do you think is going to win the election?","national likely voters",telephone,"Tarrance Group & Lake Research Partners","George Washington University",
201219NationalUSUCONN.101912.R02,201219,201219National,expectations_NL,2012,19,19.10.2012,National,USUCONN.101912.R02,D,,,,,,D,D,,,,48.9,51.1,,,33,47,,,4.7,4.7,1,16.10.2012,11.10.2012,58.8,33,47,0,,18.10.2012,1023,,"Regardless of who you are voting for, which candidate do you think is most likely to win the 2012 presidential election?...(Mitt) Romney and (Paul) Ryan, (Barack) Obama and (Joe) Biden","national likely voters",telephone,"University of Connecticut","Hartford Courant",
201247NationalUSUCONN.092012.R02,201247,201247National,expectations_NL,2012,47,20.09.2012,National,USUCONN.092012.R02,D,,,,,,D,D,,,,47.7,52.3,,,27,52,,,5.9,5.9,1,18.09.2012,11.09.2012,65.8,27,52,0,,20.09.2012,1186,,"Regardless of who you are voting for (for President in 2012), which candidate do you think is most likely to win the 2012 presidential election?...(Barack) Obama and (Joe) Biden, (Mitt) Romney and (Paul) Ryan","national likely voters",telephone,"University of Connecticut","Hartford Courant",
199656NationalUSTARR.090896.R10A,199656,199656National,expectations_NL,1996,56,09.09.1996,National,USTARR.090896.R10A,D,,,,,,D,D,,,,45,55,,,16,71,,,8.6,8.6,1,08.09.1996,03.09.1996,81.6,16,71,13,,10.09.1996,1000,,"Who do you think will win the election Bill Clinton, Bob Dole, or Ross Perot?","national likely voters",telephone,"The Tarrance Group and Lake Research","Hotline, Tarrance Group and Lake Research",
200449NationalUSTIPP.04SEP.R40,200449,200449National,expectations_NL,2004,49,14.09.2004,National,USTIPP.04SEP.R40,R,,,,,,R,R,,,,53.4,46.6,,,44,17,,,7,7,1,12.09.2004,07.09.2004,72.1,44,17,39,,14.09.2004,1008,,"Regardless of your candidate preference, who do you expect to win the presidential election in November (2004)? Would you say...(John) Kerry or (George W.) Bush or it is too close to call or you don't know enough to answer one way or the other?","national adult",telephone,"TIPP--Techno Metrica Institute of Policy and Politics","Investor's Business Daily, Christian Science Monitor",
200487NationalUSTIPP.04AUG.R41,200487,200487National,expectations_NL,2004,87,11.08.2004,National,USTIPP.04AUG.R41,R,,,,,,R,R,,,,50.3,49.7,,,33,28,,,3.9,3.9,1,05.08.2004,02.08.2004,54.1,33,28,39,,07.08.2004,938,,"Regardless of your candidate preference, who do you expect to win the presidential election in November (2004)? Would you say...(John) Kerry or (George W.) Bush or it is too close to call or you don't know enough to answer one way or other?","national adult",telephone,"TIPP--Techno Metrica Institute of Policy and Politics","Investor's Business Daily, Christian Science Monitor",
2008146NationalUSNBCWSJ.08JUN.R14,2008146,2008146National,expectations_NL,2008,146,16.06.2008,National,USNBCWSJ.08JUN.R14,R,,,,,,D,D,,,,47.1,52.9,,,30,54,,,0.7,0.7,1,09.06.2008,06.06.2008,35.7,30,54,16,,11.06.2008,1071,,"Regardless of who you are planning to vote for, who do you think will win the (presidential) election in November (2008)--John McCain or Barack Obama?","national registered voters with an oversample of hispanics",telephone,"Hart and Newhouse Research Companies","NBC News, Wall Street Journal",
200021NationalUSNBCWSJ.00OCT.R10B,200021,200021National,expectations_NL,2000,21,23.10.2000,National,USNBCWSJ.00OCT.R10B,D,,,,,,R,R,,,,50.4,49.6,,,39,39,,,3.2,3.2,1,15.10.2000,13.10.2000,50,39,39,22,,17.10.2000,1008,,"Regardless of how you will vote, who do you think will win the presidential election in November (2000)--Al Gore or George W. Bush?","national registered voters",telephone,"Hart and Teeter Research Companies","NBC News, Wall Street Journal",
200056NationalUSNBCWSJ.00SEP.R09A,200056,200056National,expectations_NL,2000,56,18.09.2000,National,USNBCWSJ.00SEP.R09A,D,,,,,,R,R,,,,50.2,49.8,,,42,44,,,3.4,3.4,1,10.09.2000,07.09.2000,51.2,42,44,14,,12.09.2000,2017,,"Regardless of how you will vote, who do you think will win the presidential election in November (2000)--Al Gore or George W. Bush?","national registered voters",telephone,"Hart and Teeter Research Companies","NBC News, Wall Street Journal",
199247NationalUSNBCWSJ.091892.R14B,199247,199247National,expectations_NL,1992,47,18.09.1992,National,USNBCWSJ.091892.R14B,R,,,,,,D,D,,,,49.3,50.7,,,42,45,,,2.9,2.9,1,15.09.1992,12.09.1992,48.3,42,45,13,,17.09.1992,1506,,"Regardless of how you will vote, who do you think will win the 1992 presidential election--George Bush or Bill Clinton?","national registered voters",telephone,"Hart and Breglio Research Companies","NBC News, Wall Street Journal",
20042NationalUSPSRNEW.103004.R10,20042,20042National,expectations_NL,2004,2,30.10.2004,National,USPSRNEW.103004.R10,R,,,,,,R,R,,,,52,48,,,54,30,,,5.6,5.6,1,29.10.2004,27.10.2004,64.3,54,30,16,,31.10.2004,1117,,"Regardless of which (2004) presidential (election) candidate you personally support, who do you think is more likely to win in November...George W. Bush or John Kerry?","national adult",telephone,"Princeton Survey Research Associates International",Newsweek,
20049NationalUSPSRNEW.102304.R10,20049,20049National,expectations_NL,2004,9,23.10.2004,National,USPSRNEW.102304.R10,R,,,,,,R,R,,,,51.9,48.1,,,52,30,,,5.5,5.5,1,22.10.2004,21.10.2004,63.4,52,30,18,,24.10.2004,1126,,"Regardless of which (2004) presidential (election) candidate you personally support, who do you think is more likely to win in November...George W. Bush or John Kerry?","national adult",telephone,"Princeton Survey Research Associates International",Newsweek,
200429NationalUSPSRNEW.100204.R07,200429,200429National,expectations_NL,2004,29,02.10.2004,National,USPSRNEW.100204.R07,R,,,,,,R,R,,,,52.2,47.8,,,55,29,,,5.8,5.8,1,02.10.2004,30.09.2004,65.5,55,29,16,,04.10.2004,1144,,"Regardless of which (2004) presidential (election) candidate you personally support, who do you think is more likely to win in November...George W. Bush or John Kerry?","national adult",telephone,"Princeton Survey Research Associates International",Newsweek,
200451NationalUSPSRNEW.091104.R07,200451,200451National,expectations_NL,2004,51,11.09.2004,National,USPSRNEW.091104.R07,R,,,,,,R,R,,,,52.8,47.2,,,60,27,,,6.4,6.4,1,10.09.2004,09.09.2004,69,60,27,13,,12.09.2004,1166,,"Regardless of which presidential (election) candidate you personally support, who do you think is more likely to win in November (2004)...George W. Bush or John Kerry?","national adult",telephone,"Princeton Survey Research Associates International",Newsweek,
200493NationalUSPSRNEW.073104.R08,200493,200493National,expectations_NL,2004,93,31.07.2004,National,USPSRNEW.073104.R08,R,,,,,,D,D,,,,49.5,50.5,,,43,44,,,3.1,3.1,1,30.07.2004,29.07.2004,49.4,43,44,13,,01.08.2004,1190,,"Regardless of which (2004) presidential candidate you personally support, who do you think is more likely to win in November...George W. Bush or John Kerry?","national adult",telephone,"Princeton Survey Research Associates International",Newsweek,
2004114NationalUSPSRNEW.071004.R07,2004114,2004114National,expectations_NL,2004,114,10.07.2004,National,USPSRNEW.071004.R07,R,,,,,,R,R,,,,50.5,49.5,,,47,38,,,4.1,4.1,1,09.07.2004,08.07.2004,55.3,47,38,15,,11.07.2004,1169,,"Regardless of which (2004) presidential candidate you personally support, who do you think is more likely to win in November...George W. Bush or John Kerry?","national adult",telephone,"Princeton Survey Research Associates International",Newsweek,
19923NationalUSGALNEW.305046.R005,19923,19923National,expectations_NL,1992,3,01.10.1992,National,USGALNEW.305046.R005,R,,,,,,D,D,,,,46.9,53.1,,,30,57,,,0.5,0.5,1,29.10.1992,28.10.1992,34.5,30,57,13,,31.10.1992,1217,,"Regardless of how you might vote, who do you think is most likely to win (the 1992 presidential election) in November--George Bush, Bill Clinton or Ross Perot?","national registered voters (see note)",telephone,"Gallup Organization",Newsweek,
19929NationalUSGALNEW.305045.Q03,19929,19929National,expectations_NL,1992,9,01.10.1992,National,USGALNEW.305045.Q03,R,,,,,,D,D,,,,45.8,54.2,,,24,62,,,-0.6,0.6,1,23.10.1992,22.10.1992,27.9,24,62,14,,25.10.1992,885,,"Regardless of how you might vote, who do you think is most likely to win (the 1992 presidential election) in November--(George) Bush, (Bill) Clinton or (Ross) Perot?","national adult",telephone,"Gallup Organization",Newsweek,
1992107NationalUSGALNEW.305015.Q03,1992107,1992107National,expectations_NL,1992,107,01.07.1992,National,USGALNEW.305015.Q03,R,,,,,,D,D,,,,48.3,51.7,,,36,48,,,2,2,1,17.07.1992,17.07.1992,42.9,36,48,16,,19.07.1992,955,,"Regardless of how you might vote, who do you think is more likely to win (the presidential election) in November (1992)--(George) Bush or (Bill) Clinton?","national adult",telephone,"Gallup Organization",Newsweek,
1992114NationalUSGALNEW.305014.Q03,1992114,1992114National,expectations_NL,1992,114,01.07.1992,National,USGALNEW.305014.Q03,R,,,,,,R,R,,,,52.9,47.1,,,50,22,,,6.5,6.5,1,10.07.1992,09.07.1992,69.4,50,22,28,,12.07.1992,1010,,"Regardless of how you might vote, who do you think is most likely to win in November (1992)--(George) Bush, (Bill) Clinton or (Ross) Perot?","national adult",telephone,"Gallup Organization",Newsweek,
20121NationalUSPSRA.110412.R15F2,20121,20121National,expectations_NL,2012,1,04.11.2012,National,USPSRA.110412.R15F2,D,,,,,,D,D,,,,48.1,51.9,,,30,52,,,5.5,5.5,1,03.11.2012,31.10.2012,63.4,30,52,0,,05.11.2012,3815,,"Regardless of who you might support, who do you think is most likely to win the (2012) presidential election?...Mitt Romney, Barack Obama","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
20127NationalUSPSRA.102912.R15,20127,20127National,expectations_NL,2012,7,29.10.2012,National,USPSRA.102912.R15,D,,,,,,D,D,,,,48.5,51.5,,,31,49,,,5.1,5.1,1,28.10.2012,24.10.2012,61.3,31,49,0,,30.10.2012,2008,,"Regardless of who you might support, who do you think is most likely to win the (2012) presidential election? Mitt Romney, Barack Obama","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
201249NationalUSPSRA.091912.R15F2,201249,201249National,expectations_NL,2012,49,19.09.2012,National,USPSRA.091912.R15F2,D,,,,,,D,D,,,,47.2,52.8,,,24,53,,,6.4,6.4,1,16.09.2012,12.09.2012,68.8,24,53,0,,18.09.2012,3019,,"Regardless of who you might support, who do you think is most likely to win the (2012) presidential election?...Mitt Romney, Barack Obama","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
2012140NationalUSPSRA.062112.R22,2012140,2012140National,expectations_NL,2012,140,21.06.2012,National,USPSRA.062112.R22,D,,,,,,D,D,,,,48.6,51.4,,,34,52,,,5,5,1,17.06.2012,07.06.2012,60.5,34,52,0,,19.06.2012,2013,,"Regardless of who you might support, who do you think is most likely to win the (2012) presidential election?...Mitt Romney, Barack Obama","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
200814NationalUSPSRA.102108.R11F1,200814,200814National,expectations_NL,2008,14,21.10.2008,National,USPSRA.102108.R11F1,R,,,,,,D,D,,,,44.7,55.3,,,17,61,,,-1.7,1.7,1,19.10.2008,16.10.2008,21.8,17,61,22,,21.10.2008,3016,,"Regardless of who you might support, who do you think is most likely to win the (2008) presidential election?...John McCain, Barack Obama","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
200849NationalUSPSRA.091808.R16F1,200849,200849National,expectations_NL,2008,49,18.09.2008,National,USPSRA.091808.R16F1,R,,,,,,D,D,,,,49.6,50.4,,,39,39,,,3.2,3.2,1,14.09.2008,09.09.2008,50,39,39,22,,16.09.2008,2982,,"Regardless of who you might support, who do you think is most likely to win the (2008) presidential election?...John McCain, Barack Obama","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
2008126NationalUSPSRA.071008.R15,2008126,2008126National,expectations_NL,2008,126,10.07.2008,National,USPSRA.071008.R15,R,,,,,,D,D,,,,46.8,53.2,,,27,53,,,0.4,0.4,1,29.06.2008,18.06.2008,33.8,27,53,20,,01.07.2008,2004,,"Regardless of who you might support, who do you think is most likely to win the (2008) presidential election?...John McCain, Barack Obama","national adult including an oversample of 18-29 year olds",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
20041NationalUSPSRA.103104.R08,20041,20041National,expectations_NL,2004,1,31.10.2004,National,USPSRA.103104.R08,R,,,,,,R,R,,,,52,48,,,48,27,,,5.6,5.6,1,30.10.2004,27.10.2004,64,48,27,25,,01.11.2004,2804,,"Regardless of who you might support, who do you think is most likely to win the coming (2004) presidential election?...George W. Bush or John Kerry","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
200412NationalUSPSRA.102004.R11,200412,200412National,expectations_NL,2004,12,20.10.2004,National,USPSRA.102004.R11,R,,,,,,R,R,,,,52.4,47.6,,,54,27,,,6,6,1,19.10.2004,15.10.2004,66.7,54,27,19,,21.10.2004,1568,,"Regardless of who you might support, who do you think is most likely to win the coming (2004) presidential election?...George W. Bush, or John Kerry","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
200428NationalUSPSRA.100404.R22,200428,200428National,expectations_NL,2004,28,04.10.2004,National,USPSRA.100404.R22,R,,,,,,R,R,,,,52.9,47.1,,,61,27,,,6.5,6.5,1,03.10.2004,01.10.2004,69.3,61,27,12,,05.10.2004,1233,,"Regardless of who you might support, who do you think is most likely to win the coming (2004) presidential election?...George W. Bush, John Kerry","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
200447NationalUSPSRA.091604.R09,200447,200447National,expectations_NL,2004,47,16.09.2004,National,USPSRA.091604.R09,R,,,,,,R,R,,,,53.5,46.5,,,60,22,,,7.1,7.1,1,14.09.2004,08.09.2004,73.2,60,22,18,,16.09.2004,2494,,"Regardless of who you might support, who do you think is most likely to win the coming (2004) presidential election?...George W. Bush, John Kerry","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
200482NationalUSPSRA.200408NII.Q07,200482,200482National,expectations_NL,2004,82,31.08.2004,National,USPSRA.200408NII.Q07,R,,,,,,R,R,,,,50.3,49.7,,,44,37,,,3.9,3.9,1,10.08.2004,05.08.2004,54.3,44,37,19,,12.08.2004,1512,,"Regardless of who you might support, who do you think is most likely to win the coming (2004) presidential election?...George W. Bush or John Kerry","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
2004140NationalUSPSRA.061704.R15,2004140,2004140National,expectations_NL,2004,140,17.06.2004,National,USPSRA.061704.R15,R,,,,,,R,R,,,,51.2,48.8,,,51,35,,,4.8,4.8,1,13.06.2004,03.06.2004,59.3,51,35,14,,15.06.2004,1806,,"Regardless of who you might support, who do you think is most likely to win the coming (2004) presidential election?...George W. Bush or John Kerry","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
2004105NationalUSPSRA.072104.R10F2,2004105,2004105National,expectations_NL,2004,105,21.07.2004,National,USPSRA.072104.R10F2,R,,,,,,D,D,,,,50,50,,,42,38,,,3.6,3.6,1,18.07.2004,08.07.2004,52.5,42,38,20,,20.07.2004,2009,,"Regardless of who you might support, who do you think is most likely to win the coming (2004) presidential election?...George W. Bush or John Kerry","national adult",telephone,"Princeton Survey Research Associates International","Pew Research Center for the People & the Press",
20123NationalUSTARR.12BRUSH5.RD07,20123,20123National,expectations_NL,2012,3,04.11.2012,National,USTARR.12BRUSH5.RD07,D,,,,,,D,D,,,,49,51,,,38,53,,,4.6,4.6,1,01.11.2012,29.10.2012,58.2,38,53,0,,03.11.2012,1000,,"Thinking again about the (2012) Presidential election...Regardless of who you intend to vote for--which candidate for President do you think is going to win the election?...(Mitt) Romney, (Barack) Obama","national likely voters",telephone,"Tarrance Group & Lake Research Partners","Politico, George Washington University",
201210NationalUSTARR.12BRUSH4.RD07,201210,201210National,expectations_NL,2012,10,29.10.2012,National,USTARR.12BRUSH4.RD07,D,,,,,,D,D,,,,48.7,51.3,,,36,54,,,4.9,4.9,1,25.10.2012,22.10.2012,60,36,54,0,,27.10.2012,1000,,"Thinking again about the (2012) presidential election...Regardless of who you intend to vote for--which candidate for President do you think is going to win the election?...(Mitt) Romney, (Barack) Obama","national likely voters",telephone,"Tarrance Group & Lake Research Partners","Politico, George Washington University",
201217NationalUSTARR.12BRUSH3.RD07,201217,201217National,expectations_NL,2012,17,22.10.2012,National,USTARR.12BRUSH3.RD07,D,,,,,,D,D,,,,49.1,50.9,,,37,51,,,4.5,4.5,1,18.10.2012,15.10.2012,58,37,51,0,,20.10.2012,1000,,"Thinking again about the (2012) Presidential election...Regardless of who you intend to vote for--which candidate for President do you think is going to win the election?...(Mitt) Romney, (Barack) Obama","national likely voters",telephone,"Tarrance Group & Lake Research Partners","Politico, George Washington University",
201224NationalUSTARR.12BATT5.RD07,201224,201224National,expectations_NL,2012,24,15.10.2012,National,USTARR.12BATT5.RD07,D,,,,,,D,D,,,,48.9,51.1,,,37,53,,,4.7,4.7,1,11.10.2012,07.10.2012,58.9,37,53,0,,13.10.2012,1000,,"Thinking again about the (2012) Presidential election...Regardless of who you intend to vote for--which candidate for President do you think is going to win the election?...(Mitt) Romney, (Barack) Obama","national likely voters",telephone,"Tarrance Group & Lake Research Partners","Politico, George Washington University",
201231NationalUSTARR.12BRUSH2.RD07,201231,201231National,expectations_NL,2012,31,08.10.2012,National,USTARR.12BRUSH2.RD07,D,,,,,,D,D,,,,47.6,52.4,,,31,61,,,6,6,1,04.10.2012,01.10.2012,66.3,31,61,0,,06.10.2012,1000,,"Thinking again about the (2012) Presidential election...Regardless of who you intend to vote for--Which candidate for President do you think is going to win the election?...(Mitt) Romney, (Barack) Obama","national likely voters",telephone,"Tarrance Group & Lake Research Partners","Politico, George Washington University",
201238NationalUSTARR.12BRUSH1.RD07,201238,201238National,expectations_NL,2012,38,01.10.2012,National,USTARR.12BRUSH1.RD07,D,,,,,,D,D,,,,47.4,52.6,,,29,61,,,6.2,6.2,1,27.09.2012,24.09.2012,67.8,29,61,0,,29.09.2012,1000,,"Thinking again about the (2012) Presidential election...Regardless of who you intend to vote for--which candidate for President do you think is going to win the election?...(Mitt) Romney, (Barack) Obama","national likely voters",telephone,"Tarrance Group & Lake Research Partners","Politico, George Washington University",
201245NationalUSTARR.12BATT4.RD07,201245,201245National,expectations_NL,2012,45,24.09.2012,National,USTARR.12BATT4.RD07,D,,,,,,D,D,,,,47.6,52.4,,,30,60,,,6,6,1,20.09.2012,16.09.2012,66.7,30,60,0,,22.09.2012,1000,,"Thinking again abut the (2012) Presidential election...Regardless of who you intend to vote for--which candidate for President do you think is going to win the election?...(Mitt) Romney, (Barack) Obama","national likely voters",telephone,"Tarrance Group & Lake Research Partners","Politico, George Washington University",
201287NationalUSTARR.12BATT3.RD07,201287,201287National,expectations_NL,2012,87,13.08.2012,National,USTARR.12BATT3.RD07,D,,,,,,D,D,,,,48.2,51.8,,,33,56,,,5.4,5.4,1,09.08.2012,05.08.2012,62.9,33,56,0,,11.08.2012,1000,,"Thinking again about the (2012) Presidential election...Regardless of who you intend to vote for--which candidate for President do you think is going to win the election?...(Mitt) Romney, (Barack) Obama","national likely voters",telephone,"Tarrance Group & Lake Research Partners","Politico, George Washington University",
198410NationalUSYANK.845701.Q14,198410,198410National,expectations_NL,1984,10,25.10.1984,National,USYANK.845701.Q14,R,,,,,,R,R,,,,56.2,43.8,,,81,10,,,9.9,9.9,1,25.10.1984,23.10.1984,89,81,10,9,,27.10.1984,1014,,"If you had to guess right now about who will win the (1984 Presidential) election, would you say that it will be: Mondale-Ferraro by a lot, Mondale-Ferraro by a little, Reagan-Bush by a lot, or Reagan-Bush by a little?","registered voters",telephone,"Yankelovich, Skelly & White",Time,
198452NationalUSYANK.845693.Q17,198452,198452National,expectations_NL,1984,52,13.09.1984,National,USYANK.845693.Q17,R,,,,,,R,R,,,,56.2,43.8,,,81,10,,,9.9,9.9,1,13.09.1984,11.09.1984,89,81,10,9,,15.09.1984,1023,,"If you had to guess right now about who will win the (1984 Presidential) election, would you say that it will be: Mondale-Ferraro by a lot, Mondale-Ferraro by a little, Reagan-Bush by a lot, or Reagan-Bush by a little?","registered voters",telephone,"Yankelovich, Skelly & White",Time,
198487NationalUSYANK.845673.Q14,198487,198487National,expectations_NL,1984,87,09.08.1984,National,USYANK.845673.Q14,R,,,,,,R,R,,,,54.1,45.9,,,69,21,,,7.7,7.7,1,09.08.1984,07.08.1984,76.7,69,21,10,,11.08.1984,1018,,"If you had to guess right now about who will win the (1984 Presidential) election, would you say it will be...Mondale-jFerraro by a lot, Mondale-Ferraro by a little, Reagan-Bush by a lot, Reagan-Bbush by a little?an't guess","registered voters",telephone,"Yankelovich, Skelly & White",Time,
19724NationalUSYANK.72VOT4.Q07B,19724,19724National,expectations_NL,1972,4,01.11.1972,National,USYANK.72VOT4.Q07B,R,,,,,,R,R,,,,57,43,,,85,6,,,10.6,10.6,1,01.11.1972,01.10.1972,93.4,85,6,9,,03.11.1972,3012,,"Regardless of how you plan to vote (for President in 1972) whom do you expect to win the election in November (1972)--Richard Nixon or George McGovern?","national adult in the 17 largest states according to electoral votes",telephone,"Daniel Yankelovich, Inc.",Time,
197286NationalUSYANK.72VOT1.Q07B,197286,197286National,expectations_NL,1972,86,01.08.1972,National,USYANK.72VOT1.Q07B,R,,,,,,R,R,,,,56.3,43.7,,,77,9,,,10,10,1,11.08.1972,24.07.1972,89.5,77,9,14,,13.08.1972,2522,,"Regardless of how you plan to vote (for President in 1972), whom do you expect to win the election in November--Richard Nixon or George McGovern?","national adult in 17 largest states according to electoral votes",telephone,"Daniel Yankelovich, Inc.",Time,
200010NationalUSYANKP.102700.R12,200010,200010National,expectations_NL,2000,10,27.10.2000,National,USYANKP.102700.R12,D,,,,,,R,R,,,,51,49,,,44,39,,,2.7,2.7,1,26.10.2000,25.10.2000,47,44,39,17,,28.10.2000,2060,,"Regardless of who you plan to vote for, who is more likely to win the presidential election in November (2000)--Al Gore or George W. Bush?","national adult",telephone,"Yankelovich Partners","Time, Cable News Network",
200023NationalUSYANKP.101400.R07,200023,200023National,expectations_NL,2000,23,14.10.2000,National,USYANKP.101400.R07,D,,,,,,R,R,,,,50.7,49.3,,,41,39,,,3,3,1,13.10.2000,12.10.2000,48.8,41,39,20,,15.10.2000,1218,,"Regardless of who you plan to vote for, who is more likely to win the Presidential election in November (2000)--Vice President Al Gore, the Democrat, or Texas Governor George W. Bush, the Republican?","national adult",telephone,"Yankelovich Partners","Time, Cable News Network",
200031NationalUSYANKP.100600.R08,200031,200031National,expectations_NL,2000,31,06.10.2000,National,USYANKP.100600.R08,D,,,,,,D,D,,,,48.9,51.1,,,33,47,,,4.7,4.7,1,05.10.2000,04.10.2000,58.8,33,47,20,,07.10.2000,1244,,"Who do you think is more likely to win the (2000) Presidential election in November--Vice President Al Gore, the Democrat, or Texas Governor George W. Bush, the Republican?","national adult",telephone,"Yankelovich Partners","Time, Cable News Network",
199623NationalUSYANKP.101596.R15,199623,199623National,expectations_NL,1996,23,15.10.1996,National,USYANKP.101596.R15,D,,,,,,D,D,,,,44.1,55.9,,,12,80,,,9.5,9.5,1,11.10.1996,10.10.1996,87,12,80,8,,13.10.1996,2007,,"Regardless of who you plan to vote for, who is more likely to win the presidential election in November--Bill Clinton or Bob Dole?","national adult",telephone,"Yankelovich Partners","Time, Cable News Network",
